% # columns="iteration, evaluation, sigma, axis ratio, bestever, best, median, worst objective function value, interquartile range, further/more values", seed=800719, Wed Aug 14 20:14:09 2024, <python>{}</python>
1 50 0.479103942379564 1.0000486122926504 101.72696444460568 1.0172696444460568e+02 510.98773803187385 1313.6365689576496 453.21521382569927   
2 100 0.4938851937298 1.0990098604384098 48.2793678046 4.8279367804600000e+01 140.34287292292007 775.0834459516284 96.70749338558231   
3 150 0.5054825549719536 1.139537606157878 48.2793678046 8.3073074677378202e+01 133.21689837113314 294.15056010802937 33.312833325849226   
4 200 0.5089826516006448 1.1638810715982142 48.2793678046 5.6029571940186017e+01 130.95169359644106 284.13464341608653 37.89710197710575   
5 250 0.5134006251143776 1.19620590991091 48.2793678046 9.2023801675784938e+01 152.15576891747153 589.6165780690725 85.83839613019363   
6 300 0.5421851994429766 1.220242576509089 48.2793678046 6.0987388235589165e+01 130.19208312659546 408.17211217310813 25.507091093090892   
7 350 0.5441793146467816 1.2618551085878706 48.2793678046 8.9216092380224325e+01 141.20527860923897 856.857237933344 37.8336788258884   
8 400 0.5350921732964105 1.2840976476606132 48.2793678046 6.5673697387738827e+01 134.21822448750515 241.42110954578203 25.334453369561317   
9 450 0.5339702988776545 1.3047032241287226 45.72286303330035 4.5722863033300349e+01 128.4352155958773 486.5303848717266 31.201051849430144   
10 500 0.5151096012068379 1.3215496144447256 45.72286303330035 5.7293367030114460e+01 131.83208080744234 353.4001295821348 12.105700480437363   
11 550 0.5102800382872542 1.3482663786622628 45.72286303330035 7.1215143083453967e+01 128.55669758001574 280.6793857044853 26.045933842704642   
12 600 0.5044342067468097 1.3687689425258842 28.845465541688462 2.8845465541688462e+01 132.1822586367337 230.4107422905059 25.78118398365018   
13 650 0.49991094802323793 1.3781570644843197 28.845465541688462 7.1475895194154859e+01 140.1739683451629 404.7882170575491 42.07655446121393   
14 700 0.5231863355711361 1.3828238041985643 28.845465541688462 4.4908959730406693e+01 104.99725392193302 339.33186291514846 57.43782245959136   
15 750 0.5570042627729513 1.3887263514273533 28.845465541688462 5.5116652775279604e+01 113.44167001888768 307.85768498135593 58.731263989669   
16 800 0.6032971343677653 1.4136114845076464 -14.212822712532722 -1.4212822712532722e+01 121.24232886345892 333.5227990535468 79.63087170932312   
17 850 0.6363320799800422 1.4310270098565336 -52.43783872379203 -5.2437838723792026e+01 126.53228228310695 487.4954765146473 64.60472335022634   
18 900 0.6417719380667083 1.4585061275914375 -52.43783872379203 3.2456975301070415e+01 124.21054880589172 391.0525410147979 67.94003880168714   
19 950 0.6648387141670803 1.4847193665485714 -52.43783872379203 8.9660150730331001e+00 120.29059651766845 361.05493367387294 69.00161102824157   
20 1000 0.6764440229252011 1.5207739479338365 -52.43783872379203 -4.7734087276056989e+01 113.34881716821806 304.4395746075106 60.078687394452544   
21 1050 0.6552197557269207 1.5501280210917203 -52.43783872379203 1.0256300161952817e+01 129.26063595054438 355.385258534941 112.76719925158383   
22 1100 0.637948794802738 1.5872713423573896 -52.43783872379203 2.7489225592405170e+01 105.42613196915235 294.55169868528253 50.3288982797192   
23 1150 0.6416310098601604 1.6078837536286035 -52.43783872379203 2.6588152775252219e+01 101.81718226213852 178.53564103766914 48.99421654595031   
24 1200 0.6409623473785843 1.652359020697073 -52.43783872379203 1.5732981680525882e-02 99.2523193589629 388.56205337207473 51.64480351128145   
25 1250 0.6586289006396628 1.688364931370608 -52.43783872379203 -1.8855908481222858e+01 106.71226581597334 324.2095578486784 68.50745935284041   
26 1300 0.6814041668962738 1.7464175820398926 -52.43783872379203 3.4693030079592617e+01 107.00139938371449 263.1269579126859 67.35519964692232   
27 1350 0.7182537135240555 1.8010701090533598 -52.43783872379203 1.4493054965968122e+01 92.80978953240853 208.40976274606146 68.0243873891285   
28 1400 0.7536627513514162 1.8377275435033869 -52.43783872379203 -1.8947436897626812e+01 76.47731814072357 241.28276801624503 56.69069075356984   
29 1450 0.7370173166043837 1.8844395728213075 -52.43783872379203 2.7450369178321665e+00 93.64409152551272 264.3353040332695 70.56278191023765   
30 1500 0.741961752742387 1.9350648557669745 -52.43783872379203 7.9617952103730549e-01 97.68832140768663 372.26075735103984 57.200805124926546   
31 1550 0.7811621069741385 1.9824928988998598 -52.43783872379203 -2.2129825528103453e+00 81.82196552728092 286.40807979700116 71.57331017120705   
32 1600 0.7757463715403068 2.0504468114593934 -52.43783872379203 -2.4124828322244163e+01 88.3679957560807 261.77419080546355 80.75336920191664   
33 1650 0.8006735552444095 2.086961386650043 -52.43783872379203 1.8685340826617847e+00 98.36315891117104 332.74562755758313 82.23894133698077   
34 1700 0.8460327618998043 2.1386254075213658 -52.43783872379203 1.6238914428675397e+01 98.08949709419203 313.0723317878661 55.26444192591151   
35 1750 0.8954964477364016 2.228048956688331 -52.43783872379203 -2.6778538013356922e+01 102.9212016536139 384.18800282841966 63.66679529635974   
36 1800 0.9578219729796286 2.3078213314278253 -52.43783872379203 -2.6328109852182052e+01 85.48807188137256 238.38052642465954 54.377338347879636   
37 1850 1.0145359060526173 2.389695640046317 -52.43783872379203 -2.2576241431693056e+01 76.57424814851197 270.4325919139275 47.54819101906923   
38 1900 1.1209012327440733 2.472942512892906 -52.43783872379203 -3.8539029743483596e+01 89.15998485173188 305.0718608764867 68.41615527263366   
39 1950 1.2219056692665125 2.5408471294739323 -88.58483925467003 -8.8584839254670030e+01 103.14841639495167 404.21211552130467 89.40636395934456   
40 2000 1.2612346704701238 2.6054951498703205 -88.58483925467003 1.0979960583827765e+01 98.11722930571851 351.6441669287383 103.36842014683087   
