% # columns="iter, evals, sigma, 0, fitness, xbest" seed=718578, Tue Aug 13 15:55:33 2024, <python>{}</python>
1 50 0.46896234383673047 0 133.03411004767466 -0.11728777143948366 0.9735651271599848 -0.19360134254601347 -0.05143476117578655 0.5194692130464673 0.6260054424337389 0.586444961991161 -0.06707718791451067 0.2893874590596037 0.6238483006891611 0.3703026203442349 0.6125867787360089 0.5564472415917775 -0.3547842225636938 -0.5012380066825795 0.4559388990433262 0.5867741699015894 -0.3259868958429792 -0.12440308792537036 0.21457586818838684 -1.115079886451637 0.5895667329741505 0.23958059691808548 0.39435456306409694 0.303522679183277 -0.42084157434425135 -0.8750442906704647 0.8852793313949663 -0.2749475930932656 0.6194242938850762 -0.16812703755672592 -0.287453496181644 -0.29317282284346213 0.5135594390241296 0.046259044336914884 -0.26496883107927505
2 100 0.502835475536354 0 109.08320412513963 -0.5335333446479378 1.436571541216461 0.0004942358860167695 -0.6439347563994968 0.775767844957728 -0.3204442061189909 -0.5338280469147086 -0.029719282790864665 0.48438035641403854 -0.28414464850291227 -0.5658692455177995 0.27773212580221973 -0.7367942771106814 -0.45907081224606816 -0.4653069721714111 -0.04396012227616991 0.8587712275122275 -0.8242407866376441 -0.1851375178426393 0.36839631231683273 -0.6359228071646678 -0.19478193189133441 0.0233721035010111 -0.10157023387550279 0.10764306050954231 0.041709915164222344 -0.19305864706156908 0.6526563305681108 -0.4858726544274218 0.08329850211763076 -0.19471529154642306 0.6282231785455022 0.47154081775099554 0.5723954441007789 -0.32656191944120944 -0.011727532454284706
3 150 0.5454161927232855 0 110.09981100605474 0.23834493132471724 0.6532989497580493 0.42548171016052494 -0.0655182960676362 0.6398567956263901 -0.288302432823881 -0.579141831266593 0.836336920500329 0.9453994512059841 0.29932140815908426 0.6731583470052614 -0.04047467724060021 -0.7300638835903148 -1.106430557717778 -0.5068043842389751 0.5771302402760352 0.8711687702068535 -0.22516191033496952 0.28343837545723477 0.14328426073434275 -0.41316141289864183 -0.3326256038766929 -0.197402877022785 0.5433665275136481 -0.3214363693571064 -0.31601133255754355 0.20816572082827156 1.2122061712493437 -0.6767747773199009 -0.22058206981778922 0.30696924121621855 -0.6064770446360193 -0.46753183616130223 -0.52748365817142 -0.583450177643615 0.6783203044957924
4 200 0.5934272074272788 0 52.37346253034409 0.22227071997610584 0.31795187093705296 0.6101576615909967 0.583025634066326 1.1200011550126907 1.002146218506205 -0.30519598311144647 1.1566378371928538 0.7237355748370884 -1.0001398665935213 -0.010542522836838875 -0.2988983998254068 -0.843558912688499 -1.2434346580517783 0.2058189580298384 0.8125738795900459 -0.14955093161297275 -0.5728032570434054 0.10455541135413451 -0.5059389874938166 -0.8339760066518682 0.2560938876251197 1.0402756614242896 -0.10317269282174013 0.48784190825032514 0.25056134335099944 0.28930265683317613 1.1556203685600426 -0.15347548484876322 0.5867023510348892 -0.4226861246674375 -0.4356304650623148 1.4098421646429966 0.10503079588896769 0.2126396513461899 0.19011550066909166
5 250 0.6425988101653107 0 73.57648706621409 0.9107676947332383 0.06115239407230266 0.8694482397695292 -0.672551503611401 -0.3983574333325005 0.9470013189952831 0.0369784330252072 0.8742951169459335 0.3443874424061702 -0.3262747995656318 -0.19007174172206598 0.07510771568049196 -1.4183202517590046 -0.8585370738809528 -1.0126528202150675 0.319334375599147 -0.13884003491732264 -1.1858100171066386 1.0047257241023162 -1.1570254296221196 -0.7590173803901095 -0.7660553284025389 0.40000422681138026 -0.6033816753146853 -0.6546002981282237 -0.13016367635414322 -0.5800210802358587 0.4487825382216377 -0.4864609207370607 -0.0023139928225349715 1.0259723737122832 0.5198160368614919 -0.0429956338164843 0.18028477522256628 -0.34436825246174674 0.05791429250202301
6 300 0.6831073200533081 0 32.988822383574416 0.291944689853859 0.8363580725982075 1.1429420323532744 -0.6649248770537186 0.268805322835986 1.635607798746328 -0.9451950959588613 0.8479307773514284 -0.16056856313320833 0.5941070642901439 0.9209012043128605 0.360409573914379 -0.9783725691759351 -1.4989986711948384 -0.2212070529921305 1.22029158025204 -0.1363681494574019 -1.7686313261086282 -0.180004164594056 -1.5783541080036962 -0.5531303055220151 -0.1486413064615532 -0.587840963155557 0.7373697175347476 0.183238755367761 -0.1502952338113686 -0.5055209851693061 1.5119023211517835 -0.06133344151789699 1.8963552561784653 0.7557703335609491 -0.47565992445962324 -0.0961604976556617 -1.327625853880878 0.3857372168039984 0.02167762671470129
7 350 0.7115300568048787 0 80.4386969331982 -0.06240051066619162 0.41957298443599933 0.9415184438655896 0.6496122309761148 -0.11466830737363254 -0.32281880265895263 -0.5998085844068213 -0.6287651447307161 0.023918818486222793 -0.4674515482304798 0.055751663131046736 -0.1838436083446305 -0.5347359587652598 -0.6470192824743506 0.036932266272379805 -0.6522401564736469 0.9114037651884502 -1.6465704962266863 -0.6429705399755485 -1.027614124290746 -1.0227757588011395 -0.5492987614543823 -1.4237479554517425 0.7090958861674476 0.351765241770442 -0.1160404626725337 -0.22026506784722333 0.5196139960720298 -0.7615155239509299 0.28544609588148445 0.9333063596062134 -0.5529553958463929 1.1279976466252912 -0.8087686477345261 -0.13252711667422543 -0.03077518128215187
8 400 0.7277426221553032 0 74.41434522799447 -0.4512340563099011 0.8893094666278182 0.7427507139411371 -0.8034803476999178 0.6423249596303993 0.2780141333458733 0.6399654510730105 -0.5281336513154316 0.08549761589238886 1.3926013462911122 0.61220731317854 0.28280925562393655 -1.8606604989049944 -0.8636972502062621 -1.0302931742392605 0.15805013423177317 0.7921720105591628 -1.4061214879353017 1.1665251839906208 -1.4487626501539914 -0.7216847179100228 -1.150313663375891 -0.3616039840682978 0.7666093403552048 -0.11348271827094414 -0.44500892819901683 -0.8792740235736286 -0.06002461334526188 0.38025797249822335 -1.3714692672853972 1.0428660462631725 0.17153645258726036 1.9405945557479838 0.4683840186035032 -1.6580413826757465 0.796235507833512
9 450 0.7320268600743018 0 91.10935071509789 0.708730820104345 1.1504131156583266 0.6372187825290964 1.4356143171617246 1.5858401943934557 0.9815690302594684 0.7644247305812498 1.1960689776255458 0.37844203970914336 0.530861686040907 1.420194421499956 0.6230723054393197 -0.35748806250462384 -1.0705179118937933 -0.6830707915697313 1.3892500392491676 0.35197912194181846 -2.0496070215694795 -0.8789521740760063 -1.498445619880222 -0.27681974849526036 -0.0148080542698385 -2.2112177242503526 0.5703825026637818 0.026091809856035153 0.025389595534370812 -0.42730590300657245 1.0902002870863372 -0.16732424443886562 0.3441446703519627 0.26641218002155526 -1.193582792028888 0.34505369719926127 -0.9243242322513547 0.3292318476057124 1.2045956322014124
10 500 0.7689285876054787 0 -74.31190581749783 -0.8047801556194827 -0.16833632956553435 0.6611757277249107 1.1950767632918917 1.0413119711267471 0.7421180654134021 0.6878120334192073 0.3322450598784076 0.6064367443335257 -0.24253027113215817 0.7531866502940449 1.1398134315245843 -1.6973680360895327 -0.6289833047985155 -0.9417827980277252 0.5953624378895727 0.28941620153342906 -1.1822882605407208 -0.6497821105041747 -2.1175144286187257 -1.1872609248531754 -0.680124740425268 -0.41536159408839257 1.264697762214893 -0.6547182690965412 0.4078215739486284 0.32864422441476127 1.4729631837503614 1.837743063576263 0.3838492354287839 0.39118834709970807 -1.332504011618706 0.36750577631724446 0.8182041914235041 0.3481309086815836 0.30599972163910005
